id,name,description,ingredients,ingredients_raw_str,serving_size,servings,steps,tags,search_terms
228031,Tempeh Rendang,This dish from Didi Emmons a version of a Malaysian Beef dish smells absolutely wonderful.,"bell peppers, canola oil, fresh ground pepper, garlic cloves, ground cardamom, ground cinnamon, ground cloves, ground star anise, jasmine rice, kosher salt, lemongrass, scallions, shallots, sweet potato, tempeh, unsweetened coconut, unsweetened coconut milk, water","["""",""1   stalk    lemongrass"",""3       shallots, quartered "",""3       garlic cloves"",""2      chilie bell peppers, sliced "","""",""1/4  cup   dried unsweetened coconut"",""2   tablespoons    canola oil"",""8   ounces    tempeh, cubed "",""  kosher salt"",""1   teaspoon    ground star anise or 1   teaspoon    fennel seed"",""1/2  teaspoon    ground cardamom"",""1/2  teaspoon    ground cinnamon"",""1/4  teaspoon    ground cloves"",""1       sweet potato, cut into cubes "",""3/4  cup    unsweetened coconut milk"",""1   cup    water"",""  fresh ground pepper, to taste "",""2       scallions, bias thin sliced "",""  jasmine rice or   roti, jala ""]",1 (297 g),4,"['Notes:', 'Lemongrass Paste:  You want to use the small long skinny cilie peppers for this.', 'Tempeh: You want to cube the tempeh and sweet potatoes into 1/2 inch cubes.  Ground the fennel seeds in a grinder.   Use the white and the green of the scallions.', 'Paste:  Cut bulbous bottom 3rd of lemongrass stalk off.  Save rest for another use.  Remove and discard the tough outer leaves and with a sharp knife cut into thin rounds.  Transfer to blender and finely chop.  You should have 3 tbsp approximately  Add the rest of the paste ingredients and puree to thick paste.  Add up to 3 tbsp water if needed to get correct consistancy.', ""Tempeh:  In large skillet, toast coconut over med heat shaking pan an stirring constantly until it becomes uniformly dark and golden brown.  Don't let it get too dark.  About 5 to 7 minutes then transfer to plate."", 'Now in the same skillet add the oil and heat over med high.  Add the tempeh and fry until golden brown on bottom.  Salt liberally.  Shake skillet vigoursly and bron on other side.  You are looking at 3 to 5 minutes per side. Add the ingredients from the star anise to the cloves and the paste and cook for 2 minutes more.', 'Now add the potato, milk and water.  Cover and boil for 5 minutes.  Uncover and boil for 2 mins until potato is tender.  Stir frequently.  Remove freom heat and add toasted coconut.  Salt and pepper to taste.  Garnish with the scallion just before serving with Jasmine rice or Roti Jala.', 'Make up to 2 days ahead and store in airtight container in fridge.  Reheat on stove, stir constantly or heat in microwave.  Add the Scallions just before serving.']","['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'beans', 'asian', 'vegan', 'vegetarian', 'dietary', 'soy-tofu', 'tempeh']","{'dinner', 'vegetarian', 'vegan', 'malaysian'}"
229127,South China Morning Post 1963 - Authentic Chicken Satay Skewers,"I discovered this yellowing paper cutting in my Mum's recipe scrapbook recently - this recipe is the one we always used to use when I was younger. The recipe was posted in the South China Morning Post in 1963 - by a chef from The Repulse Bay Hotel - that lovely old Colonial hotel is sadly no longer there......they used to have this great satay on the menu, as well as the MOST amazing Club Sandwiches! Absolutely authentic and I have decided to share it with you all!! If some of the language is a bit archaic - it is because I have decided to post it, as it was written in the paper at the time!","chicken piece, fresh onions, ground coriander, lemongrass, peanut oil, pepper, red chili powder, roasted peanuts, saffron, salt, sugar, tamarind pulp, water","["""",""1   lb    chicken piece"",""1   ounce   ground lemongrass"",""1   tablespoon    ground coriander"",""1   teaspoon    saffron"",""3   tablespoons    sugar"",""2   tablespoons    peanut oil"",""  salt"","""",""6   ounces    peanut oil"",""5   tablespoons   ground fresh onions"",""1   lb   ground roasted peanuts"",""1 -2   tablespoon    red chili powder"",""1/2  lb    tamarind pulp"",""2 1/2  pints    water"",""1/4  lb    sugar"",""  salt"",""  pepper""]",1 (645 g),4,"['Satay Sauce:', 'Pour peanut oil into a cooking pot and heat the oil. Add the onions and stir over the fire for about 10 minutes.', 'Then add the chillies and stir over the fire for about 3 minutes.', 'Now add the ground nuts and stir over the fire for 5 minutes.', 'Mix the tamarind with the two and half pints of water, stir well and then pour it into the cooking pot through a strainer.', 'Boil for 15 minutes stirring all the time, until the peanut oil rises to the surface.', 'Add salt, pepper and the sugar and simmer for a further 10 minutes, your satay sauce is now ready.', 'Chicken Satay Skewers:', 'Cut chicken into 1/2"" cubes.', 'Mix the lemon grass together with the ground coriander. Then add the saffron powder/threads, peanut oil, salt and sugar. Mix thoroughly and add the cubed chicken to this mixture and allow to marinate for about 1-2 hours.', 'Thread 5-6 pieces of chicken on to each skewer and cook over a charcoal barbeque or a grill - turning all the time - until the chicken is cooked but not too dry.', 'Dip the satay skewers into the satay sauce whilst they are still hot.', 'Serve with diced cucumber and toasted flat breads.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'lunch', 'main-dish', 'poultry', 'asian', 'chinese', 'barbecue', 'easy', 'finger-food', 'holiday-event', 'kid-friendly', 'spring', 'summer', 'chicken', 'indonesian', 'dietary', 'seasonal', 'meat', 'whole-chicken', 'taste-mood', 'savory', 'equipment', 'grilling', 'presentation']","{'lunch', 'malaysian', 'french', 'dinner', 'indonesian', 'chinese', 'chicken'}"
229397,Baz's Beef Rendang,"I would always order Beef Rendang when I saw it on a menu because I love it but have never been able to cook it.  I've experimented with a few recipes and have now come up with a beauty that combines the best of a couple of others.  The secret ingredient that ""makes it"" is the tamarind (I think).  I use a cheap cut of casserole beef, cook the recipe initially on the stove top and then put it in a slow cooker and cook the bejeezuz out of it until the meat is falling apart.  Some prefer to use larger chunks of meat than the usual 1 inch cubes and this is fine also.  Also, no need for a blender/food processor with this recipe (but you might need a good old mortar and pestle to grind some of the spices, if they're not already ground).","beef, brown onion, brown sugar, cinnamon stick, cloves, coconut cream, curry leaves, fish sauce, fresh ginger, garlic cloves, ground coriander, ground cumin, lemongrass, oil, red chilies, shrimp paste, soy sauce, star anise, tamarind paste, turmeric, water","[""1   kg    beef"",""1   tablespoon    oil"",""1   medium    brown onion, chopped "","""",""1   tablespoon    fresh ginger, finely chopped "",""3       garlic cloves, finely chopped "",""2       red chilies, finely chopped "",""1   teaspoon    tamarind paste"",""1/2  teaspoon    turmeric"",""1   tablespoon    ground cumin"",""1   tablespoon    ground coriander"",""5       cloves, ground "",""1   teaspoon    shrimp paste"",""1   tablespoon    lemongrass, finely chopped "",""2       star anise, ground "",""2   tablespoons    water (as required)"","""",""1   tablespoon    brown sugar"",""8       curry leaves, torn "",""1       cinnamon stick"",""2   tablespoons    soy sauce"",""4   tablespoons    fish sauce"",""1 (285   ml) can   coconut cream""]",1 (292 g),4,"['Heat oil in wok, or large pan.', 'Add onions and cook over medium heat until soft (about 5 minutes should do).', 'Add ""Ingredients 1"" and cook over medium heat for 5 minutes, stirring to prevent from sticking. Add a little of the water to make a paste.', 'Add the meat and stir until it is browned.', 'Add ""Ingredients 2"", stir and bring to the boil, stirring occasionally.', 'Lower heat and simmer covered until meat is tender (Remove lid for a while and reduce the sauce until thicker, if you wish, towards the end of cooking time.)  Alternatively, transfer to a slow cooker and cook for hours and hours.', 'Serve over jasmine or coconut rice.']","['curries', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'main-dish', 'beef', 'asian', 'easy', 'spicy', 'one-dish-meal', 'meat', 'taste-mood', '4-hours-or-less']","{'dinner', 'beef', 'malaysian'}"
231544,Curry Puffs,Malaysia and Singapore's version of the empanada,"beef stock, carrots, cold water, corn oil, cornstarch, curry powder, eggs, flour, ground beef, milk, parsnip, red onion, tomato paste","[""1   cup    flour, sifted "",""2       eggs (set 1 aside and beat lightly)"",""2/3  cup    milk"",""2/3  cup    cold water"",""5   tablespoons    corn oil, plus extra "",""  corn oil, for deep frying "",""1   medium    red onion, chopped "",""8   ounces    ground beef"",""2       carrots, grated "",""1       parsnip, grated "",""1   tablespoon    tomato paste"",""2   teaspoons    curry powder"",""1   teaspoon    cornstarch"",""2/3  cup    beef stock""]",1 (201 g),4,"['Add flour to a bowl, make a hole in the middle and add egg.', 'Gradually stir in milk and beat well until smooth.', 'Stir in cold water and beat well.', 'Pour batter into a container, set aside.', 'Heat in a small skillet and pour off excess.', 'Pour a little batter into skillet, swirling skillet to spread batter evenly over bottom to make a thin coating.', 'Fry until 1 side is golden brown then flip over to do the same.', 'Repeat with remaining batter, adding more oil pan each time, to make 8 pancakes.', 'For the filling, heat 2 tablespoons oil in a saucepan adding onions, parsnip and curry powder.', 'Saute for 5 minutes, stirring constantly.', 'Add tomato paste and mix well.', 'Blend cornstarch with a little stock and add remaining stock to ground beef mixture and bring to a boil.', 'Add corn starch mixture and cook 2 minutes, stirring constantly.', 'Simmer mixture 10 minutes.', 'Lay pancakes, cooked-sides up, on a flat surface.', 'Spread filling in 2"" horizontal lines across center to within 1-1/2"" of side edges.', 'Fold these side edges over mixture and then fold remaining top and bottom edges over to cover filling.', 'Brush with egg and fold pancakes in half.', 'Chill for about 1 hour.', 'Half fill a deep fat fryer or saucepan with oil.', 'Fry folded pancakes, 4 at a time, 2-3 minutes or until golden brown and heated through.', 'Drain on paper towel.', 'Serve and garnish with carrot strips if desired.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'appetizers', 'lunch', 'beef', 'asian', 'dietary', 'spicy', 'meat', 'taste-mood']","{'appetizer', 'lunch', 'malaysian'}"
254495,Gordon Ramsay's Malaysian Chicken Curry,"This recipe came highly recommended and intrigued me as the spice combination was different to any curry I have made. Which if I may say so myself, is a few. That and the fact our household loves a good Sunday afternoon curry.","chicken stock, chicken thighs, cinnamon stick, coriander leaves, fish sauce, fresh gingerroot, garlic cloves, green beans, ground turmeric, kaffir lime leaves, lemongrass, light coconut milk, light soy sauce, oil, onions, palm sugar, red chilies, salt and pepper, shallots, star anise","["""",""5       garlic cloves, peeled "",""4 -5      long red chilies, trimmed "",""2       lemongrass, stalks trimmed, outer leaves removed and sliced "",""5   cm   piece fresh gingerroot, peeled and chopped "",""4       shallots, peeled and chopped "",""1   teaspoon    ground turmeric"",""2   tablespoons    oil"","""",""800   g    chicken thighs, cut into bite sized pieces "",""1   tablespoon    oil"",""1   teaspoon    ground turmeric"",""2       onions, peeled and thinly sliced "",""4       kaffir lime leaves"",""1       cinnamon stick"",""3       star anise"",""400   ml    light coconut milk"",""100   ml    chicken stock"",""1   teaspoon    palm sugar (or soft brown sugar)"",""2   tablespoons    light soy sauce"",""2   tablespoons    fish sauce"",""400   g    green beans, trimmed "",""  salt and pepper"",""  coriander leaves, roughly torn ""]",1 (335 g),6,"['To make the curry paste. Put the garlic, chillies, lemon grass, ginger and shallots in a food processor to form a paste. (Or you can use a pestle and mortar).', 'Next, heat the oil in a large heavy-based pan. Tip in the curry paste with 1 tsp ground turmeric and stir over a medium heat for a few minutes. Add the onions and cook, stirring for 5 minutes.', 'Season the chicken pieces with salt and pepper and add to the pan, stirring to coat in the paste. Add the lime leaves, cinnamon stick, star anise, coconut milk, stock, sugar, soy and fish sauces and bring to the boil. Reduce the heat to a simmer and cook gently for half an hour to an hour until the chicken is tender.', 'Skim off any excess oil on the surface of the curry. Taste add salt and pepper if you think its needs. Add the beans and cover for another few minutes until the beans are tender.', 'To serve, scatter the coriander leaves over the curry and serve with rice and roti.']","['curries', '30-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'malaysian', 'main-dish', 'asian', 'easy']","{'chicken', 'dinner', 'malaysian'}"
270449,Authentic Balinese Indonesian Satay Chicken,"This is amazing! I got this recipe from a lady I met on my honeymoon in Bali. It's Indonesian home cooking so it's more authentic than the Satay you could try in the restaurants.  To make this dish quicker to prepare, you could use unsalted peanut butter instead of roasting and peeling the peanuts. Oh and if you don't like your food spicy, use only 1 chilie or omit them all together. Enjoy!","bamboo skewers, chicken breasts, chilies, coriander seed, cumin seed, garlic cloves, hot water, oil, palm sugar, salt, shallots, tamarind paste, unsalted peanuts, warm water","[""500   g   cubed chicken breasts"",""24       bamboo skewers"","""",""2   teaspoons    tamarind paste"",""2   tablespoons    warm water"",""3       garlic cloves"",""4      peeled shallots"",""1   teaspoon    coriander seed"",""1/4      cumin seed"",""1/2  teaspoon    salt"",""1 1/2  tablespoons    oil (groundnut or sunflower oil will do)"","""",""2   tablespoons    oil"",""3      red finger-length chilies"",""3       garlic cloves, minced "",""200   g    unsalted peanuts, dry roasted and skinned "",""1/2  teaspoon    salt"",""3   tablespoons    palm sugar or 3   tablespoons    brown sugar"",""250   ml    hot water""]",1 (333 g),4,"['Mix the marinade ingredients (tamarind pulp through oil), add chicken and set aside to marinade for at least 20 minutes.', 'To prepare the peanut sauce heat the oil in a saucepan add chillies and garlic and cook over medium heat until soft (about 5 minutes). put the mixture into the food processor and add the peanuts, salt and sugar. Process briefly so that the peanuts are still chunky. Add hot water and process again to make a thick sauce.', 'Thread 4 chicken cubes onto each skewer. Grill on the barbecue or griddle pan until golden brown on both sides and cooked inside. Serve with dipping bowls of peanut sauce rice or pita bread and fresh cucumber salad.']","['lactose', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'malaysian', 'appetizers', 'main-dish', 'poultry', 'asian', 'easy', 'dinner-party', 'holiday-event', 'chicken', 'indonesian', 'dietary', 'spicy', 'gluten-free', 'egg-free', 'free-of-something', 'meat', 'chicken-breasts', 'chicken-thighs-legs', 'taste-mood', '3-steps-or-less']","{'malaysian', 'appetizer', 'gluten-free', 'dinner', 'indonesian', 'lactose-free', 'chicken'}"
278765,Super Bowl Turmeric and Honey Wings (Exotic &amp; Must Try),"This is the Malaysian version of honey and turmeric wings. Give your superbowl an ""EXOTIC"" flavor this year!","chicken wings, chili powder, gingerroot, honey, salt, soy sauce, turmeric powder","[""1   lb    chicken wings (middle section)"",""1   tablespoon    honey"",""1   tablespoon    soy sauce"",""1/8  teaspoon    salt"",""1/8  teaspoon    turmeric powder"",""1/8  teaspoon    chili powder"",""2   inches    gingerroot (skin peeled)""]",1 (123 g),2,"['Prepare the ginger by pounding with a mortar and pestle or grinding with small food processor. Extract the juice by squeezing with your hand and discard the ginger.', 'Marinate the chicken wings with the ginger juice and all the seasonings above for 1-2hours. Grill or bake them in oven (at 375 degree F) for 20-25 minutes until cooked or golden brown.', 'Serve hot.']","['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'for-1-or-2', 'malaysian', 'appetizers', 'poultry', 'asian', 'easy', 'holiday-event', 'chicken', 'meat', 'wings', 'superbowl', 'number-of-servings', '3-steps-or-less']","{'appetizer', 'malaysian'}"
283673,The Raffles Hotel Original Singapore Gin Sling Cocktail,"The Singapore Sling is one of those wonderful drinks that we probably have all heard of, but perhaps have never had. And because this recipe is often incorrectly recorded in most recipe books, even if you've think you've had it, you probably haven't.

One of the key, and often overlooked ingredients in this drink is Benedictine. While the resulting flavour is not overly predominate, it does add a certain taste profile that would be totally missing without this secret ingredient.

None dispute that the Singapore Sling was originally created by Mr. Ngiam Tong Boon for the Raffles Hotel in Singapore. However that is where the agreements end. The exact date is in question, with some people claiming it was in 1915, some 1913, while the hotel itself claims that it was created sometime prior to 1910. There is also plenty of disagreement as to how closely the current version of this drink that is served at Raffles is to what was originally served. Apparently the original recipe was lost and forgotten sometime in the 1930's, and the drink that they currently serve at the hotel's Long Bar (see recipe below) is based on memories of former bartenders, and some written notes that they were able to discover. Whatever the truth may be, this ""iconic"" drink is still enjoyed today, as much as it was back in the early 20th century! Maybe, the only way to really appreciate this cocktail, is to sip it slowly whilst sitting in a rattan chair, under the ceiling fans in the Long Bar at Raffles Hotel!","benedictine, bitters, cherry heering, cointreau liqueur, gin, grenadine, lime juice, pineapple juice","[""1 1/2  ounces    gin"",""1/2  ounce    cherry heering"",""1/4  ounce    Cointreau liqueur"",""1/4  ounce    benedictine"",""4   ounces    pineapple juice"",""1/2  ounce    lime juice"",""1/3  ounce    grenadine"",""1   dash    bitters""]",1 (180 g),1,"['Shake with ice.', 'Strain into an ice filled collins glass.', 'Garnish with cherry and slice of pineapple.', 'SINGAPORE SLING.', 'The Singapore Sling was created at Raffles Hotel at the turn-of-the-century by Hainanese-Chinese bartender, Mr. Ngiam Tong Boon.', ""In the Hotel's museum, visitors may view the safe in which Mr. Ngiam locked away his precious recipe books, as well as the Sling recipe hastily jotted on a bar-chit in 1936 by a visitor to the Hotel who asked the waiter for it."", ""Originally, the Singapore Sling was meant as a woman's drink, hence the attractive pink colour. Today, it is very definately a drink enjoyed by all, without which any visit to Raffles Hotel is incomplete."", 'Metric Measurements as printed on the orginal raffles Hotel menu.', '30ml Gin.', '15 ml Cherry Brandy.', '120 ml Pineapple Juice.', '15 ml Lime Juice.', '7.5 ml Cointreau.', '7.5 ml Dom Benedictine.', '10 ml Grenadine.', 'A Dash of Angostura Bitters.', 'Garnish with a slice of Pineapple and Cherry.']","['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'for-1-or-2', 'malaysian', 'beverages', 'fruit', 'asian', 'chinese', 'easy', 'no-cook', 'dinner-party', 'heirloom-historical', 'holiday-event', 'romantic', 'vegetarian', 'cocktails', 'dietary', 'pitted-fruit', 'cherries', 'tropical-fruit', 'pineapple', 'brunch', 'taste-mood', 'number-of-servings', 'presentation', 'served-cold', 'technique']","{'vegetarian', 'malaysian', 'french', 'dinner', 'chinese'}"
287017,Spicy Grilled Fish in Foil,"Simple fish fillet for those with fiery tastebuds. Alternatively, opt for mild curry paste instead!","curry paste, garlic clove, olive oil, perch fillet, red onion, spring onion","[""1       perch fillet"",""3   tablespoons    curry paste (or more depending on your personal preference)"",""1       spring onion, cut 2cm lengthwise "",""1       garlic clove"",""1   small    red onion (sliced)"",""1   tablespoon    olive oil""]",1 (90 g),2,"['Grease foil with olive oil.', 'Place fish over foil and slit 3 diagonal cut on the fillet.', 'Rub curry paste all over fish and stuff the 3 slits with the spring onion and garlic.', 'Sprinkle red onion all over the fish.', 'Wrap fish in foil and grill till fish is cooked or when fish flakes when poked with a fork!', 'Dig in!']","['curries', '30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'for-1-or-2', 'malaysian', 'main-dish', 'seafood', 'asian', 'easy', 'fish', 'dietary', 'one-dish-meal', 'low-carb', 'low-in-something', 'number-of-servings']","{'fish', 'dinner', 'low-carb', 'malaysian'}"
289231,Bo-Kaap Cape Malay Kerrie - South African Cape Malay Curry,"This distinctive and tasty authentic curry relies heavily on the special blend of spices, known as Cape Malay curry powder. Cape Malay curries are famous for their fruity and full-bodied flavours, making good use of local colourful vegetables or meat and fish, they are not as hot as the curries used in the Indian kitchen. This ""secret"" recipe hails from one of the steamy kitchens in the vibrant Bo-Kaap area of Cape Town; it was on a recipe sheet given to my mum from a spice shop in that wonderful area, in the 1950's. The Bo-Kaap area is a treat; the houses are painted gorgeous bright colours that won't fail to make you smile, there are always children playing in the streets and the haunting call of the muezzin will remind you of exotic destinations such as Istanbul and Cairo. And then there's the smell of spices that wafts through open doorways and comes rushing out at you as you walk past Atlas Trading, the local spice emporium. You might be just minutes from the centre of elegant and sophisticated Cape Town, but you'll feel as though you're in a different country.
Serve this curry with yellow rice and a variety of sambals and atjars.","apricot jam, bananas, bay leaves, black pepper, carrots, cinnamon stick, cloves, curry powder, dried apricots, fresh gingerroot, garlic cloves, ground coriander, ground cumin, meat stock, mutton shoulder, natural yoghurt, oil, onions, salt, tomato paste, turmeric, wine vinegar","[""1 1/2  kg   boneless mutton shoulder or 1 1/2  kg    boneless lamb shoulder"",""  oil"",""4       onions, peeled and chopped "",""2 -4       garlic cloves, peeled and minced "",""1   piece    fresh gingerroot, peeled and crushed "",""1   tablespoon   cape malay curry powder or 1   tablespoon    mild curry powder, of your choice "",""1   teaspoon    ground coriander"",""1   teaspoon    ground cumin"",""1/2  teaspoon    turmeric"",""1/4  teaspoon    salt"",""  black pepper"",""1       cinnamon stick"",""3       cloves"",""2       bay leaves"",""2       carrots, peeled and diced "",""250   g    dried apricots, soaked in warm water and drained "",""2       bananas, peeled and sliced "",""2   tablespoons    tomato paste"",""50   ml    wine vinegar"",""250   ml    meat stock"",""3   tablespoons    apricot jam"",""3   tablespoons    natural yoghurt""]",1 (151 g),6,"['Heat the oil in a large pot or saucepan.', 'Over high heat, fry the onions and garlic, stirring continuously. Add the ginger, curry powder and all the spices and continue stirring for a minute. Season to taste with pepper and add the salt.', 'Reduce heat slightly. Add the meat and fry it until it is browned on all sides. (This may be easier if you remove the onions, garlic and ginger mixture and set them aside, then return them to the pot after the meat is browned.).', 'Add the vinegar and stock, plus all the other remaining ingredients (except the apricot jam, yoghurt, and bananas). Cover. Reduce heat. Simmer over a  low heat, stirring occasionally, until everything is tender, approximately 1 1/2 hours for lamb and 2 hours for mutton, maybe a little longer.', 'Stir in the apricot jam and the yoghurt a few minutes before serving.', 'Serve this curry with yellow rice and a variety of sambals and atjars.']","['curries', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'south-african', 'malaysian', 'lunch', 'main-dish', 'lamb-sheep', 'rice', 'african', 'asian', 'easy', 'dinner-party', 'heirloom-historical', 'holiday-event', 'crock-pot-slow-cooker', 'indonesian', 'spicy', 'comfort-food', 'oamc-freezer-make-ahead', 'meat', 'pasta-rice-and-grains', 'taste-mood', 'equipment', 'number-of-servings', 'presentation', 'served-hot', '4-hours-or-less']","{'lunch', 'malaysian', 'french', 'dinner', 'indonesian'}"
289383,Bo-Kaap Cape Malay Curry Powder - South African Spice Mixture,"My take on Cape Malay curry powder; I devised this when I finally finished my precious box of this type of curry powder, that had been sent to me in a Herbs and Spices swap by Zurie! I checked the ingredients list and finally after a little trial and error, I came up with this, and it is a pretty close match!  Influenced by Malay cuisine, Cape/Malay curry powder/masala is a blend of sweet and pungent spices to include cloves, cardamon, fennel, mustard, coriander, turmeric, fenugreek, a little chilli and black pepper. A curry powder/masala of a mild heat yet full of the flavours you expect in Indian curry. This curry spice mix is wonderful in all types of curries, but especially authentic Cape Malay style cuisine, and of course curries.","black mustard seeds, black peppercorns, clove, coriander seed, cumin seeds, curry leaves, dried hot red chilies, fennel seed, fenugreek seeds, ground cardamom, ground ginger, ground turmeric","[""1   tablespoon    clove"",""1/2  cup    coriander seed"",""1   tablespoon    fennel seed"",""1   tablespoon    black mustard seeds"",""3   tablespoons    fenugreek seeds"",""2   tablespoons    black peppercorns"",""3   small    dried hot red chilies, seeds and stems removed "",""3   tablespoons    cumin seeds"",""1/4  cup    ground cardamom"",""1/4  cup    ground turmeric"",""1   tablespoon    ground ginger"",""2       curry leaves, chopped into small pieces ""]",1 (186 g),1,"['Place all the whole seeds in a frying pan and dry roast for a minute or two, until they become pungent and release their fragrance. Place them in a food processor or coffee grinder and pulse until they are finely ground - or grind them with a pestle and mortar.', 'Add the remaining ground spices, including the chillies and the curry leaves, to the roasted spices and mix well.', 'Store in an airtight jar or tin for up to 6 months, in a dry, cool and dark place.']","['15-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'south-african', 'malaysian', 'canning', 'condiments-etc', 'african', 'asian', 'easy', 'dinner-party', 'heirloom-historical', 'holiday-event', 'vegetarian', 'marinades-and-rubs', 'herb-and-spice-mixes', 'indonesian', 'dietary', 'gifts', 'spicy', 'oamc-freezer-make-ahead', 'cooking-mixes', 'taste-mood', 'number-of-servings', 'presentation', 'served-cold', '3-steps-or-less', 'technique']","{'vegetarian', 'malaysian', 'french', 'dinner', 'indonesian'}"
289381,Cape Malay Mango Atjar - South African Mango Chutney,"This easy to make and flavourful South African preserve is wonderful with curries, stews and casseroles - and I have also used it in toasted cheese sandwiches as well! Atjar was introduced to South Africa by the Malays about a century ago. It consists of a variety of vegetables and fruits, boiled and preserved in a very strong chili pickle. It should be pleasantly sour with a sweetish aftertaste. It is  usually eat it as a relish with curry or meat dishes in South Africa.","blanched almonds, cayenne pepper, fresh gingerroot, garlic cloves, green mangoes, mustard seeds, onions, peppercorns, salt, white sugar, white vinegar","[""1 1/2  kg    green mangoes, peeled, stoned and cut into 2cm chunks "",""500   ml    white vinegar"",""250   g    white sugar"",""200   g    blanched almonds, chopped "",""2       onions, peeled and sliced "",""2   tablespoons   peeled chopped fresh gingerroot"",""1   teaspoon    cayenne pepper"",""1   teaspoon    mustard seeds"",""2       garlic cloves, peeled and crushed "",""5       peppercorns"",""1   teaspoon    salt""]",1 (3385 g),1,"['Place all the prepared vegetables, fruit and spices into a large preserving pan.Add the sugar and vinegar, and stir well.', 'Boil all the ingredients until the mango chunks are tender but still whole ,stirring all the time to ensure that the mixture does not stick to the base of the pan. (It can take between 60 and 90 minutes depending on the age and ripeness of the mangoes.).', 'The mixture should have reduced to a runny jam like consistency when the atjar is done.', 'Pour into clean, hot jars and seal.', 'Store in a cool, dark and dry place.']","['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'jams-and-preserves', 'south-african', 'malaysian', 'canning', 'condiments-etc', 'fruit', 'vegetables', 'african', 'asian', 'easy', 'heirloom-historical', 'holiday-event', 'vegetarian', 'indonesian', 'dietary', 'gifts', 'spicy', 'oamc-freezer-make-ahead', 'tropical-fruit', 'mango', 'onions', 'taste-mood', 'sweet', 'number-of-servings', 'presentation', 'served-cold', 'technique', '4-hours-or-less']","{'french', 'indonesian', 'vegetarian', 'malaysian'}"
291952,Onde Onde (Malaysian Coconut Poppers),"I'm currently living in Kuala Lumpur, Malaysia, and my friend has gotten me hooked on these little gems even though I don't care for Coconuts! I realize that the ingredients may be very difficult to get, but if you have access to them, do try these, they're great! I got the recipe from www.malaysianfood.net. I don't really know how many this makes (so I just guessed!), as it's available everywhere here, and I've yet to make it.
Also, the program doesn't recognize gula Melaka (sugar from Malacca), so I've put in the substitute in the main part of the recipe, but there's really nothing like gula Melaka!","coconut, glutinousrice flour, palm sugar, pandan juice, salt, sweet potatoes, water","[""14   ounces    glutinous-rice flour"",""10   ounces    sweet potatoes"",""3   tablespoons    pandan juice (screwpine leaves, Substitute ( Essence of Coconut mixed with 1or 2 drops of green food coloring)"",""1/2  teaspoon    salt"",""2   tablespoons    water"",""4   ounces    palm sugar (gula Melaka-Malaccan sugar, Substitute ( gula Jawa, palm sugar)"",""2   cups    coconut, freshly grated  (Substitute ( Unsweetened desiccated coconut or dried coconut flakes)""]",1 (49 g),20,"['Break up the gula Melaka [Malaccan sugar] into small pieces [about half to an inch piece size]. Peel, cook and mash sweet potatoes.', 'Sieve glutinous flour into a large bowl', 'Add mashed sweet potatoes and pandan juice. Substitute: Coconut essence &amp; green food color]', 'Mix well to combine and knead into a dough. Form dough into small balls, about 1 inch diameter.', 'Make a hole in the center of the ball and fill with a small piece of gula Melaka [Malaccan sugar].', 'Roll again to make it into a small ball', 'Bring a pot of water to a boil, add the dough balls. When they float to the surface of the water, remove and place on a draining tray or sieve.', 'Add salt to the fresh grated coconut [Substitute: desiccated coconut or coconut flakes]. Mix well.', 'Roll the cooked glutinous balls over the coconut.', 'Best served warm - pops in your mouth with a sweet sensation of oozing gula Melaka [Malaccan sugar] syrup!']","['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-large-groups', 'desserts', 'easy', 'number-of-servings', '3-steps-or-less']","{'dessert', 'malaysian'}"
